Carrera,Carrito,Equipo,Fecha_y_ hora_Prestamo,Fecha_y_ hora_Devolucion,Institucion,Modulo,Tipo_Dispositivo
FILOSOFIA,C02,T17,10/17/24 10:57,10/17/24 13:27,F.E.S. ACATLAN,Módulo 2 A-11,iPad
FILOSOFIA,C02,T16,10/17/24 10:57,10/17/24 13:27,F.E.S. ACATLAN,Módulo 2 A-11,iPad
MATEMATICAS APLICADAS Y COMPUTACION,C01,C23,10/17/24 10:55,10/17/24 13:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
FILOSOFIA,C02,T15,10/17/24 10:54,10/17/24 13:24,F.E.S. ACATLAN,Módulo 2 A-11,iPad
FILOSOFIA,C02,T12,10/17/24 10:54,10/17/24 13:24,F.E.S. ACATLAN,Módulo 2 A-11,iPad
FILOSOFIA,C02,T11,10/17/24 10:53,10/17/24 13:23,F.E.S. ACATLAN,Módulo 2 A-11,iPad
FILOSOFIA,C02,T10,10/17/24 10:53,10/17/24 13:23,F.E.S. ACATLAN,Módulo 2 A-11,iPad
FILOSOFIA,C02,T09,10/17/24 10:52,10/17/24 13:22,F.E.S. ACATLAN,Módulo 2 A-11,iPad
PROFESOR,C02,T08,10/17/24 10:57,10/17/24 13:27,F.E.S. ACATLAN,Módulo 2 A-11,iPad
FILOSOFIA,C02,T07,10/17/24 10:50,10/17/24 13:20,F.E.S. ACATLAN,Módulo 2 A-11,iPad
ACTUARIA,C03,L20,10/17/24 10:50,10/17/24 13:20,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
FILOSOFIA,C02,T06,10/17/24 10:48,10/17/24 13:18,F.E.S. ACATLAN,Módulo 2 A-11,iPad
FILOSOFIA,C02,T05,10/17/24 10:47,10/17/24 13:17,F.E.S. ACATLAN,Módulo 2 A-11,iPad
FILOSOFIA,C02,T04,10/17/24 10:45,10/17/24 13:15,F.E.S. ACATLAN,Módulo 2 A-11,iPad
FILOSOFIA,C02,T03,10/17/24 10:44,10/17/24 13:14,F.E.S. ACATLAN,Módulo 2 A-11,iPad
RELACIONES INTERNACIONALES,C03,E21,10/17/24 10:44,10/17/24 13:14,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L19,10/17/24 10:47,10/17/24 13:17,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L08,10/17/24 10:42,10/17/24 13:12,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C01,C22,10/17/24 10:39,10/17/24 13:09,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
SOCIOLOGIA,C04,C16,10/17/24 10:38,10/17/24 13:08,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PROFESOR,C04,L07,10/17/24 10:38,10/17/24 13:08,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L18,10/17/24 10:36,10/17/24 13:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C04,C15,10/17/24 10:34,10/17/24 13:04,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C03,L17,10/17/24 10:32,10/17/24 13:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C03,E20,10/17/24 10:32,10/17/24 13:02,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L05,10/17/24 10:30,10/17/24 13:00,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L04,10/17/24 10:35,10/17/24 13:05,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L03,10/17/24 10:29,10/17/24 12:59,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,C21,10/17/24 10:29,10/17/24 12:59,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C17,10/17/24 10:28,10/17/24 12:58,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
SOCIOLOGIA,C03,E18,10/17/24 10:26,10/17/24 12:56,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C03,E17,10/17/24 10:24,10/17/24 12:54,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C03,E16,10/17/24 10:23,10/17/24 12:53,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C03,E15,10/17/24 10:22,10/17/24 12:52,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DISEÃ‘O GRAFICO,C04,L02,10/17/24 10:21,10/17/24 12:51,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L01,10/17/24 10:21,10/17/24 12:51,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C01,C20,10/17/24 10:19,10/17/24 12:49,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ECONOMIA,C05,C16,10/17/24 10:17,10/17/24 12:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L16,10/17/24 10:16,10/17/24 12:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PROFESOR,C03,E14,10/17/24 10:15,10/17/24 12:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L15,10/17/24 10:15,10/17/24 12:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C04,C14,10/17/24 10:14,10/17/24 12:44,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C03,L14,10/17/24 10:14,10/17/24 12:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C03,E13,10/17/24 10:13,10/17/24 12:43,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C03,L13,10/17/24 10:11,10/17/24 12:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L12,10/17/24 10:10,10/17/24 12:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,C19,10/17/24 10:09,10/17/24 12:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C01,C18,10/17/24 10:10,10/17/24 12:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
COMUNICACION,C05,L13,10/17/24 10:07,10/17/24 12:37,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
INGENIERIA CIVIL,C05,C15,10/17/24 10:04,10/17/24 12:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C05,C14,10/17/24 10:03,10/17/24 12:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
COMUNICACION,C05,L12,10/17/24 10:02,10/17/24 12:32,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
DERECHO,C03,E12,10/17/24 10:02,10/17/24 12:32,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C04,C13,10/17/24 10:01,10/17/24 12:31,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L11,10/17/24 9:57,10/17/24 12:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ENSEÃ‘ANZA DE INGLES,C03,E11,10/17/24 9:56,10/17/24 12:26,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
RELACIONES INTERNACIONALES,C05,C13,10/17/24 9:55,10/17/24 12:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,C17,10/17/24 9:55,10/17/24 12:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C03,L10,10/17/24 9:54,10/17/24 12:24,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C04,C12,10/17/24 9:54,10/17/24 12:24,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C03,L09,10/17/24 9:53,10/17/24 12:23,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L08,10/17/24 9:53,10/17/24 12:23,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C03,L07,10/17/24 9:51,10/17/24 12:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C05,L11,10/17/24 9:47,10/17/24 12:17,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
RELACIONES INTERNACIONALES,C05,C12,10/17/24 9:46,10/17/24 12:16,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C05,L10,10/17/24 9:44,10/17/24 12:14,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
COMUNICACION,C04,C10,10/17/24 9:40,10/17/24 12:10,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L06,10/17/24 9:40,10/17/24 12:10,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C05,C11,10/17/24 9:36,10/17/24 12:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ENSEÃ‘ANZA DE INGLES,C03,E10,10/17/24 9:35,10/17/24 12:05,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C05,L09,10/17/24 9:37,10/17/24 12:07,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ENSEÃ‘ANZA DE INGLES,C04,C08,10/17/24 9:34,10/17/24 12:04,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C05,L08,10/17/24 9:31,10/17/24 12:01,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C05,L07,10/17/24 9:31,10/17/24 12:01,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C05,L06,10/17/24 9:38,10/17/24 12:08,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
COMUNICACION,C03,E09,10/17/24 9:30,10/17/24 12:00,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C05,C10,10/17/24 9:28,10/17/24 11:58,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C05,L05,10/17/24 9:27,10/17/24 11:57,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C05,L04,10/17/24 9:27,10/17/24 11:57,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C05,L03,10/17/24 9:27,10/17/24 11:57,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
COMUNICACION,C01,C16,10/17/24 9:25,10/17/24 11:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C05,L02,10/17/24 9:27,10/17/24 11:57,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C04,L14,10/17/24 9:21,10/17/24 11:51,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C05,L01,10/17/24 9:26,10/17/24 11:56,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
DERECHO,C04,C07,10/17/24 9:18,10/17/24 11:48,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DISEÃ‘O GRAFICO,C01,C15,10/17/24 9:17,10/17/24 11:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C03,L05,10/17/24 9:17,10/17/24 11:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L13,10/17/24 9:16,10/17/24 11:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L30,10/17/24 9:16,10/17/24 11:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C03,L04,10/17/24 9:23,10/17/24 11:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L29,10/17/24 9:19,10/17/24 11:49,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C05,C09,10/17/24 9:12,10/17/24 11:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L28,10/17/24 9:12,10/17/24 11:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L27,10/17/24 9:09,10/17/24 11:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L26,10/17/24 9:07,10/17/24 11:37,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L24,10/17/24 9:06,10/17/24 11:36,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L23,10/17/24 9:06,10/17/24 11:36,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L22,10/17/24 9:14,10/17/24 11:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L21,10/17/24 9:02,10/17/24 11:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
LENGUA Y LITERATURAS HISPANICAS,C04,C06,10/17/24 9:02,10/17/24 11:32,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L20,10/17/24 9:01,10/17/24 11:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L19,10/17/24 9:00,10/17/24 11:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L03,10/17/24 8:57,10/17/24 11:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L18,10/17/24 8:52,10/17/24 11:22,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L02,10/17/24 8:51,10/17/24 11:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,C14,10/17/24 8:49,10/17/24 11:19,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,C13,10/17/24 8:49,10/17/24 11:19,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PROFESOR,C03,E08,10/17/24 8:47,10/17/24 11:17,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,E07,10/17/24 8:40,10/17/24 11:10,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
COMUNICACION,C02,T02,10/17/24 8:40,10/17/24 11:10,F.E.S. ACATLAN,Módulo 2 A-11,iPad
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C08,10/17/24 8:39,10/17/24 11:09,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L01,10/17/24 8:38,10/17/24 11:08,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C07,10/17/24 8:36,10/17/24 11:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DISEÃ‘O GRAFICO,C04,L17,10/17/24 8:35,10/17/24 11:05,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L16,10/17/24 8:36,10/17/24 11:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,C12,10/17/24 8:31,10/17/24 11:01,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
INGENIERIA CIVIL,C04,L15,10/17/24 8:30,10/17/24 11:00,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C01,C11,10/17/24 8:29,10/17/24 10:59,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
INGENIERIA CIVIL,C04,L14,10/17/24 8:28,10/17/24 10:58,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L20,10/17/24 8:25,10/17/24 10:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C05,C06,10/17/24 8:25,10/17/24 10:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L19,10/17/24 8:25,10/17/24 10:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C05,C05,10/17/24 8:24,10/17/24 10:54,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
COMUNICACION,C02,T01,10/17/24 8:22,10/17/24 10:52,F.E.S. ACATLAN,Módulo 2 A-11,iPad
PROFESOR,C03,E06,10/17/24 8:24,10/17/24 10:54,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
RELACIONES INTERNACIONALES,C03,E05,10/17/24 8:21,10/17/24 10:51,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,C10,10/17/24 8:21,10/17/24 10:51,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L18,10/17/24 8:21,10/17/24 10:51,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C04,C05,10/17/24 8:19,10/17/24 10:49,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L17,10/17/24 8:17,10/17/24 10:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L16,10/17/24 8:16,10/17/24 10:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L15,10/17/24 8:16,10/17/24 10:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L14,10/17/24 8:15,10/17/24 10:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C04,C04,10/17/24 8:15,10/17/24 10:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L13,10/17/24 8:15,10/17/24 10:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L13,10/17/24 8:14,10/17/24 10:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L12,10/17/24 8:14,10/17/24 10:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C04,10/17/24 8:13,10/17/24 10:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
INGENIERIA CIVIL,C04,L11,10/17/24 8:13,10/17/24 10:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C03,10/17/24 8:17,10/17/24 10:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L11,10/17/24 8:12,10/17/24 10:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C04,L10,10/17/24 8:13,10/17/24 10:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C03,E04,10/17/24 8:09,10/17/24 10:39,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C01,C09,10/17/24 8:08,10/17/24 10:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C01,C08,10/17/24 8:09,10/17/24 10:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ECONOMIA,C05,C02,10/17/24 8:09,10/17/24 10:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C02,L10,10/17/24 8:08,10/17/24 10:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C04,C03,10/17/24 8:07,10/17/24 10:37,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L09,10/17/24 8:09,10/17/24 10:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L09,10/17/24 8:07,10/17/24 10:37,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L08,10/17/24 8:10,10/17/24 10:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L07,10/17/24 8:08,10/17/24 10:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L06,10/17/24 8:07,10/17/24 10:37,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C03,E03,10/17/24 8:05,10/17/24 10:35,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L05,10/17/24 8:08,10/17/24 10:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C01,C07,10/17/24 8:07,10/17/24 10:37,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C01,C06,10/17/24 8:04,10/17/24 10:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L04,10/17/24 8:04,10/17/24 10:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C03,E02,10/17/24 8:04,10/17/24 10:34,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C02,L03,10/17/24 8:04,10/17/24 10:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L02,10/17/24 8:03,10/17/24 10:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,C05,10/17/24 8:03,10/17/24 10:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ECONOMIA,C03,E01,10/17/24 8:03,10/17/24 10:33,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L01,10/17/24 8:04,10/17/24 10:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C04,C01,10/17/24 8:01,10/17/24 10:31,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,C04,10/17/24 8:02,10/17/24 10:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ECONOMIA,C05,C01,10/17/24 8:01,10/17/24 10:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L20,10/17/24 8:01,10/17/24 10:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C01,C03,10/17/24 8:01,10/17/24 10:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L19,10/17/24 8:00,10/17/24 10:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,L18,10/17/24 8:00,10/17/24 10:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,L17,10/17/24 8:00,10/17/24 10:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L08,10/17/24 8:00,10/17/24 10:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L07,10/17/24 7:59,10/17/24 10:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,L16,10/17/24 7:59,10/17/24 10:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L14,10/17/24 7:59,10/17/24 10:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L13,10/17/24 7:58,10/17/24 10:28,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L05,10/17/24 7:57,10/17/24 10:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L04,10/17/24 7:57,10/17/24 10:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
HISTORIA,C01,C02,10/17/24 7:56,10/17/24 10:26,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L03,10/17/24 7:55,10/17/24 10:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L12,10/17/24 7:55,10/17/24 10:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C01,C01,10/17/24 7:53,10/17/24 10:23,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ECONOMIA,C01,L11,10/17/24 7:54,10/17/24 10:24,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,L10,10/17/24 7:54,10/17/24 10:24,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,L09,10/17/24 7:54,10/17/24 10:24,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C04,L02,10/17/24 7:51,10/17/24 10:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L08,10/17/24 7:54,10/17/24 10:24,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L01,10/17/24 7:51,10/17/24 10:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,L07,10/17/24 7:50,10/17/24 10:20,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,L06,10/17/24 7:50,10/17/24 10:20,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,L05,10/17/24 7:51,10/17/24 10:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L04,10/17/24 7:50,10/17/24 10:20,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
