Carrera,Carrito,Equipo,Fecha_y_ hora_Prestamo,Fecha_y_ hora_Devolucion,Institucion,Modulo,Tipo_Dispositivo
COMUNICACION,C04,C08,10/16/24 8:45,10/16/24 11:15,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C03,L08,10/16/24 8:44,10/16/24 11:14,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C03,E04,10/16/24 8:41,10/16/24 11:11,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C03,L07,10/16/24 8:40,10/16/24 11:10,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L06,10/16/24 8:38,10/16/24 11:08,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L17,10/16/24 8:39,10/16/24 11:09,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L16,10/16/24 8:38,10/16/24 11:08,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C03,L05,10/16/24 8:37,10/16/24 11:07,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,C07,10/16/24 8:36,10/16/24 11:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C03,L04,10/16/24 8:37,10/16/24 11:07,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C03,L03,10/16/24 8:35,10/16/24 11:05,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L15,10/16/24 8:36,10/16/24 11:06,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C03,L02,10/16/24 8:33,10/16/24 11:03,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C03,L01,10/16/24 8:33,10/16/24 11:03,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L20,10/16/24 8:33,10/16/24 11:03,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L19,10/16/24 8:32,10/16/24 11:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L18,10/16/24 8:32,10/16/24 11:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L17,10/16/24 8:31,10/16/24 11:01,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L16,10/16/24 8:31,10/16/24 11:01,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C01,C06,10/16/24 8:32,10/16/24 11:02,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DISEÃ‘O GRAFICO,C04,L14,10/16/24 8:29,10/16/24 10:59,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L15,10/16/24 8:25,10/16/24 10:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L14,10/16/24 8:24,10/16/24 10:54,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L13,10/16/24 8:24,10/16/24 10:54,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L13,10/16/24 8:25,10/16/24 10:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L11,10/16/24 8:23,10/16/24 10:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L12,10/16/24 8:21,10/16/24 10:51,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L11,10/16/24 8:20,10/16/24 10:50,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C04,C07,10/16/24 8:20,10/16/24 10:50,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C02,L10,10/16/24 8:22,10/16/24 10:52,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L10,10/16/24 8:19,10/16/24 10:49,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C05,C02,10/16/24 8:19,10/16/24 10:49,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C02,L09,10/16/24 8:18,10/16/24 10:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L09,10/16/24 8:16,10/16/24 10:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C02,L08,10/16/24 8:16,10/16/24 10:46,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L07,10/16/24 8:15,10/16/24 10:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L06,10/16/24 8:15,10/16/24 10:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
SOCIOLOGIA,C04,C06,10/16/24 8:14,10/16/24 10:44,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L08,10/16/24 8:13,10/16/24 10:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L07,10/16/24 8:14,10/16/24 10:44,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ENSEÃ‘ANZA DE ESPAÃ‘OL COMO LENGUA EXTRANJERA,C03,E03,10/16/24 8:11,10/16/24 10:41,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C02,L05,10/16/24 8:11,10/16/24 10:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L05,10/16/24 8:11,10/16/24 10:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L19,10/16/24 8:10,10/16/24 10:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C02,L04,10/16/24 8:10,10/16/24 10:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PROFESOR,C04,L04,10/16/24 8:09,10/16/24 10:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C01,C05,10/16/24 8:09,10/16/24 10:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C02,L03,10/16/24 8:08,10/16/24 10:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C04,C05,10/16/24 8:08,10/16/24 10:38,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L03,10/16/24 8:07,10/16/24 10:37,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C02,L02,10/16/24 8:07,10/16/24 10:37,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,C04,10/16/24 8:07,10/16/24 10:37,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L02,10/16/24 8:06,10/16/24 10:36,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
HISTORIA,C01,C03,10/16/24 8:05,10/16/24 10:35,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C02,L01,10/16/24 8:05,10/16/24 10:35,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L20,10/16/24 8:05,10/16/24 10:35,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,C02,10/16/24 8:04,10/16/24 10:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L18,10/16/24 8:04,10/16/24 10:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L17,10/16/24 8:10,10/16/24 10:40,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L16,10/16/24 8:04,10/16/24 10:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C03,E02,10/16/24 8:03,10/16/24 10:33,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C03,E01,10/16/24 8:05,10/16/24 10:35,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L14,10/16/24 8:02,10/16/24 10:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C04,C04,10/16/24 8:01,10/16/24 10:31,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
SOCIOLOGIA,C05,C01,10/16/24 8:02,10/16/24 10:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C01,L13,10/16/24 8:00,10/16/24 10:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ECONOMIA,C01,L12,10/16/24 8:00,10/16/24 10:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L11,10/16/24 7:59,10/16/24 10:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L10,10/16/24 7:58,10/16/24 10:28,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,L09,10/16/24 7:59,10/16/24 10:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L07,10/16/24 7:58,10/16/24 10:28,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ENSEÃ‘ANZA DE INGLES,C04,C03,10/16/24 8:01,10/16/24 10:31,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L06,10/16/24 7:57,10/16/24 10:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ENSEÃ‘ANZA DE INGLES,C04,C01,10/16/24 8:01,10/16/24 10:31,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L05,10/16/24 7:55,10/16/24 10:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C01,C01,10/16/24 7:54,10/16/24 10:24,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L04,10/16/24 7:54,10/16/24 10:24,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L03,10/16/24 7:53,10/16/24 10:23,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L02,10/16/24 7:51,10/16/24 10:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L01,10/16/24 7:50,10/16/24 10:20,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L01,10/16/24 7:50,10/16/24 10:20,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C05,C11,10/15/24 17:34,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L08,10/15/24 17:33,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L11,10/15/24 17:34,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L07,10/15/24 17:31,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C06,E14,10/15/24 17:29,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L10,10/15/24 17:24,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L05,10/15/24 17:22,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L04,10/15/24 17:23,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C04,L03,10/15/24 17:21,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C06,E13,10/15/24 17:18,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DISEÃ‘O GRAFICO,C04,L02,10/15/24 17:19,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C06,E12,10/15/24 17:18,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C06,E08,10/15/24 17:15,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C05,C09,10/15/24 17:15,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L01,10/15/24 17:14,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L30,10/15/24 17:10,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C06,E07,10/15/24 17:09,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L09,10/15/24 17:09,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C05,C10,10/15/24 17:08,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C04,L26,10/15/24 17:09,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L23,10/15/24 17:07,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C02,T03,10/15/24 17:05,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,iPad
DERECHO,C06,E06,10/15/24 16:57,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C01,L08,10/15/24 16:54,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C05,C08,10/15/24 16:53,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C01,L07,10/15/24 16:53,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C05,L09,10/15/24 16:54,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
RELACIONES INTERNACIONALES,C01,C14,10/15/24 16:47,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C05,L08,10/15/24 16:47,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C05,L07,10/15/24 16:47,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
HISTORIA,C06,E05,10/15/24 16:45,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C05,C07,10/15/24 16:44,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES (SUA),C01,C13,10/15/24 16:45,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C06,E04,10/15/24 16:38,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ECONOMIA,C01,C12,10/15/24 16:28,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C05,C06,10/15/24 16:22,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C05,C05,10/15/24 16:19,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ARQUITECTURA,C05,L06,10/15/24 16:23,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C05,L05,10/15/24 16:21,10/15/24 18:45,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
ARQUITECTURA,C01,C11,10/15/24 16:21,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C05,C04,10/15/24 16:16,10/15/24 18:45,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ENSEÃ‘ANZA DE INGLES,C05,C03,10/15/24 16:11,10/15/24 18:41,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
COMUNICACION,C05,L04,10/15/24 16:09,10/15/24 18:39,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
COMUNICACION,C05,C02,10/15/24 16:09,10/15/24 18:39,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
COMUNICACION,C05,L03,10/15/24 16:07,10/15/24 18:37,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
RELACIONES INTERNACIONALES,C05,C01,10/15/24 16:03,10/15/24 18:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C01,C10,10/15/24 16:01,10/15/24 18:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C01,L06,10/15/24 16:01,10/15/24 18:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
RELACIONES INTERNACIONALES,C05,C22,10/15/24 15:59,10/15/24 18:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C01,L05,10/15/24 15:55,10/15/24 18:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C05,C21,10/15/24 15:53,10/15/24 18:23,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C06,E03,10/15/24 15:52,10/15/24 18:22,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
RELACIONES INTERNACIONALES,C01,C09,10/15/24 15:51,10/15/24 18:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C01,C08,10/15/24 15:51,10/15/24 18:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C01,C07,10/15/24 15:51,10/15/24 18:21,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
RELACIONES INTERNACIONALES,C05,C19,10/15/24 15:50,10/15/24 18:20,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
COMUNICACION,C05,L02,10/15/24 15:43,10/15/24 18:13,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,L04,10/15/24 15:27,10/15/24 17:57,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
SOCIOLOGIA,C05,C18,10/15/24 15:25,10/15/24 17:55,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C06,E02,10/15/24 15:24,10/15/24 17:54,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L22,10/15/24 15:22,10/15/24 17:52,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L10,10/15/24 15:21,10/15/24 17:51,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C04,C29,10/15/24 15:22,10/15/24 17:52,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L09,10/15/24 15:20,10/15/24 17:50,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L03,10/15/24 15:19,10/15/24 17:49,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C01,C06,10/15/24 15:18,10/15/24 17:48,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L03,10/15/24 15:17,10/15/24 17:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C05,C17,10/15/24 15:17,10/15/24 17:47,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
DERECHO,C04,C28,10/15/24 15:14,10/15/24 17:44,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C04,L18,10/15/24 15:13,10/15/24 17:43,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C04,C27,10/15/24 15:13,10/15/24 17:43,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C25,10/15/24 15:12,10/15/24 17:42,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L02,10/15/24 15:12,10/15/24 17:42,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
COMUNICACION,C04,C24,10/15/24 15:07,10/15/24 17:37,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L17,10/15/24 15:08,10/15/24 17:38,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C04,C23,10/15/24 15:09,10/15/24 17:39,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C01,L01,10/15/24 15:04,10/15/24 17:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ACTUARIA,C01,C05,10/15/24 15:04,10/15/24 17:34,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C04,C22,10/15/24 15:04,10/15/24 17:34,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DISEÃ‘O GRAFICO,C04,L15,10/15/24 15:03,10/15/24 17:33,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L07,10/15/24 15:02,10/15/24 17:32,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DISEÃ‘O GRAFICO,C05,L01,10/15/24 15:02,10/15/24 17:32,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
DERECHO,C04,C21,10/15/24 15:03,10/15/24 17:33,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C20,10/15/24 15:03,10/15/24 17:33,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L05,10/15/24 15:00,10/15/24 17:30,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
MATEMATICAS APLICADAS Y COMPUTACION,C03,L02,10/15/24 14:59,10/15/24 17:29,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L04,10/15/24 15:01,10/15/24 17:31,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
PEDAGOGIA,C04,C19,10/15/24 14:58,10/15/24 17:28,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
DERECHO,C04,C18,10/15/24 14:59,10/15/24 17:29,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
PEDAGOGIA,C04,C17,10/15/24 14:58,10/15/24 17:28,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C02,L20,10/15/24 15:06,10/15/24 17:36,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C04,L14,10/15/24 14:57,10/15/24 17:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C04,C16,10/15/24 14:57,10/15/24 17:27,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L11,10/15/24 14:57,10/15/24 17:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C04,L03,10/15/24 14:57,10/15/24 17:27,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
INGENIERIA CIVIL,C05,C16,10/15/24 14:56,10/15/24 17:26,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C05,C15,10/15/24 14:55,10/15/24 17:25,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PEDAGOGIA,C04,C15,10/15/24 14:56,10/15/24 17:26,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
INGENIERIA CIVIL,C04,L02,10/15/24 14:52,10/15/24 17:22,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
DERECHO,C04,C14,10/15/24 14:50,10/15/24 17:20,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C01,C04,10/15/24 14:47,10/15/24 17:17,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L19,10/15/24 14:46,10/15/24 17:16,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C01,C03,10/15/24 14:42,10/15/24 17:12,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C05,C14,10/15/24 14:34,10/15/24 17:04,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ACTUARIA,C01,C02,10/15/24 14:34,10/15/24 17:04,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
PROFESOR,C04,C13,10/15/24 14:33,10/15/24 17:03,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ARQUITECTURA,C05,C13,10/15/24 14:30,10/15/24 17:00,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
ENSEÃ‘ANZA DE INGLES,C04,C12,10/15/24 14:27,10/15/24 16:57,F.E.S. ACATLAN,Módulo 2 A-11,Chromebook
ACTUARIA,C01,C01,10/15/24 14:23,10/15/24 16:53,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L17,10/15/24 14:22,10/15/24 16:52,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C12,10/15/24 14:24,10/15/24 16:54,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Chromebook
MATEMATICAS APLICADAS Y COMPUTACION,C02,L16,10/15/24 14:22,10/15/24 16:52,F.E.S. ACATLAN,Módulo 1 Explanada M@C,Laptop
ARQUITECTURA,C05,L17,10/15/24 14:22,10/15/24 16:52,F.E.S. ACATLAN,Módulo 2 A-11,Laptop
